0,1
1.460333127243277351e+00,3.052355460526977371e+00
1.339700065716581179e+00,3.068912667337323708e+00
1.125010696878098848e+00,3.059444232191727231e+00
1.913955941063982369e+00,3.871621369652061162e+00
1.455664233542444785e+00,3.372887177665086167e+00
1.880770495807853493e+00,3.263449034093211409e+00
1.927589472086659761e+00,3.320850365908547541e+00
1.502418137992865388e+00,3.601805936129018004e+00
1.231108001843717492e+00,3.384554798626205674e+00
1.941510223898764043e+00,3.897803788115314472e+00
1.796019309401665431e+00,3.620666099672676719e+00
1.139911779012900084e+00,3.183480255915669854e+00
1.889923268378194576e+00,3.383395449331382032e+00
1.446552748176199277e+00,3.910291447073388049e+00
1.829016369421670341e+00,3.714639243520909684e+00
1.436450788139586932e+00,3.729151107832668455e+00
1.890330442848243475e+00,3.906389033491046270e+00
1.688396010656651569e+00,3.833915573341078797e+00
1.047473216653811878e+00,3.165155844539992103e+00
1.535838617481256163e+00,3.804336352929973408e+00
-3.706512592695846431e-01,5.914768216666981715e+00
-3.481447944525883909e-02,5.670959760820466045e+00
-9.590259800465424922e-01,5.453072062000025255e+00
-5.420261343422767553e-01,5.225122567697293441e+00
-7.833850695170426759e-01,5.589422040219106158e+00
-4.500931331666621071e-01,5.527058643312294350e+00
-7.979661760062050080e-01,5.205190544676838726e+00
-4.324002766777856888e-01,5.364736313191523109e+00
-5.670839392479446461e-01,5.229084172198362523e+00
-9.313381063261895187e-01,5.412833873695416464e+00
-8.119988590124207484e-01,5.328186608335075292e+00
-6.073294592305243933e-01,5.967340339123377468e+00
-7.029073550697776396e-01,5.982544235998626725e+00
-6.624044848230870031e-02,5.014658666196331716e+00
-8.572124714668091228e-01,5.839185728027883826e+00
-6.309925950891426272e-01,5.755853464448234647e+00
-4.195415672986576583e-01,5.070902735193216770e+00
-5.405851460214100568e-01,5.979589092472567202e+00
-2.922371156310925588e-01,5.279329648605044945e+00
-6.324871739963890960e-01,5.362949477409222787e+00
3.330328351044943069e+00,3.168854026619281505e+00
3.413222891924362123e+00,3.402929771547208215e+00
3.332173003241668763e+00,3.147785975627308552e+00
3.261471792263168634e+00,3.063201033275424034e+00
3.364608065970351891e+00,3.318258439955798611e+00
3.428985423902026763e+00,3.886328933530851515e+00
3.075264301496003050e+00,3.809429001241081636e+00
3.790772163333870903e+00,3.033123302014950617e+00
3.180650654764426655e+00,3.392074982249530635e+00
3.816669042259412059e+00,3.582984443353828041e+00
3.785735518526930132e+00,3.398654927269810333e+00
3.300637670886938047e+00,3.485706014825966648e+00
3.272654318962082698e+00,3.213607067284380392e+00
3.451789294270648512e+00,3.717606672988028826e+00
3.455404703259097765e+00,3.962394035230373035e+00
3.534129287683204002e+00,3.857465611455250354e+00
3.521080399901123315e+00,3.448146609578742083e+00
3.424595077306150426e+00,3.880613734148033345e+00
3.980246515277225505e+00,3.095033224823399376e+00
3.984284468695102444e+00,3.873834209335511591e+00
1.024078105024455843e+00,5.991570756116265883e+00
1.342759982162882615e+00,5.392743905216679678e+00
5.950985184729197242e-01,5.958767069262235871e+00
5.126659599715852611e-01,5.599504249295103264e+00
1.452203307260290455e+00,5.956040205422588940e+00
1.427510846584103099e+00,5.892413287082227669e+00
6.282852070216796703e-01,5.779409261856898183e+00
1.365705091613806044e+00,5.235567927592232884e+00
1.362573276379028808e+00,5.068717873215964786e+00
1.092850206001059643e+00,5.169183716148800123e+00
1.469430176712429148e+00,5.911043524046868392e+00
9.513170351685730219e-01,5.133954307300955477e+00
1.385827438097034570e+00,5.205986927332334702e+00
1.468754874013260103e+00,5.811468627755069782e+00
1.193115745686285312e+00,5.461843471478137424e+00
1.382172611907292348e+00,5.929404394673285061e+00
1.303558450946899816e+00,5.852165488436374297e+00
1.206070193007569458e+00,5.571154647027388052e+00
1.061117657295184813e+00,5.689740434753478127e+00
1.052636427564246357e+00,5.676671868364977946e+00
1.680431282845024299e+00,1.396264671945173674e+00
1.868841542437693404e+00,1.173241945506821260e+00
2.044569588082403300e+00,1.427741312582511357e+00
1.772468358086276563e+00,1.597120304570662785e+00
2.184540478940062425e+00,1.190984011620432881e+00
2.449604588392835236e+00,1.475250605726591946e+00
2.045112371648601268e+00,1.556126180525888580e+00
1.625724666575297128e+00,1.189123300524370874e+00
2.248687057658336652e+00,1.363202786693500590e+00
2.087175554722279447e+00,1.621334925579889230e+00
1.537975186701598940e+00,1.941301141456053703e+00
2.497515160268774626e+00,1.698644800380654907e+00
1.705636011173946365e+00,1.184738690074434331e+00
1.709392687524275312e+00,1.382225845589168722e+00
1.763102536692876754e+00,1.713898999987377270e+00
2.317233355875786049e+00,1.552021197384049422e+00
1.916346179586715603e+00,1.444277011763474672e+00
2.117370547490717403e+00,1.826614918107537733e+00
1.982191438367123970e+00,1.760432911723794680e+00
2.443619971914974265e+00,1.643761155889796211e+00
