0,1
1.462886622355211497e+00,3.835220842187983425e+00
1.214181838873641395e+00,3.321626536073365887e+00
1.416641935356582005e+00,3.243014745931013021e+00
1.777072005154021639e+00,3.807870138433872675e+00
1.573611169849740588e+00,3.279041611080968366e+00
1.244991103660811449e+00,3.944108999905525437e+00
1.576703391559640011e+00,3.064228177207510839e+00
1.394555256814808297e+00,3.311995165556586684e+00
1.747691243797248051e+00,3.202353923098904431e+00
1.095228488984144821e+00,3.620579415045994232e+00
1.343907391277610497e+00,3.007624619785810971e+00
1.327031729597451637e+00,3.460118241986982479e+00
1.498718611296895542e+00,3.869762350643799920e+00
1.878468552862165630e+00,3.817563927805732504e+00
1.113233470870183872e+00,3.867159853527372348e+00
1.702714582103747709e+00,3.993013962371783521e+00
1.989605869727507859e+00,3.415668362956757242e+00
1.401421788575696992e+00,3.680921768513209180e+00
1.673853355656322872e+00,3.050101066648935877e+00
1.391671962875395518e+00,3.747887339157964348e+00
-6.696107789187405457e-01,5.856822842842549726e+00
-4.818496315837231814e-01,5.188926330747919202e+00
-9.566343651155911898e-01,5.398163508060253690e+00
-9.025324462457972041e-01,5.934112047348540919e+00
-9.243255648853800910e-01,5.873188835569713717e+00
-6.434174970623437462e-01,5.238610817723149182e+00
-7.730481763244279048e-02,5.154598982111326499e+00
-1.266615271931722519e-01,5.497000401859060581e+00
-5.674748112448024795e-01,5.251652856716146900e+00
-7.466027044680516589e-01,5.133802558608612010e+00
-4.693579050231331262e-01,5.498635177404489482e+00
-4.825585416295553598e-01,5.818988128569009710e+00
-5.345940856656822282e-01,5.360755121284912939e+00
-6.287449429386748889e-03,5.279417006097961718e+00
-6.636696348574525617e-01,5.197417805687505776e+00
-3.294822068080958122e-01,5.761931417084343643e+00
-2.963844778647320988e-01,5.667584317658063142e+00
-6.802146636014314574e-01,5.913548751823045180e+00
-4.587422133902733234e-01,5.563667536374068412e+00
-7.805052191861983069e-02,5.036223189532165634e+00
3.576021921470355913e+00,3.573628611358734997e+00
3.074849951525404190e+00,3.390207638407797930e+00
3.419467759547479613e+00,3.513737191559345163e+00
3.026051820409286996e+00,3.850017160656752591e+00
3.721834932941272989e+00,3.497245938776089691e+00
3.946335211701156531e+00,3.069118628904639046e+00
3.014692688707373502e+00,3.092002405997282377e+00
3.609174094816363088e+00,3.200757235974260873e+00
3.979678333088489950e+00,3.123959718570630262e+00
3.930173044452543341e+00,3.043990161935497429e+00
3.521734068339680057e+00,3.908778993824488790e+00
3.165807657227336147e+00,3.151574122390194077e+00
3.550988612820046075e+00,3.507608980042401292e+00
3.504452394614658406e+00,3.356228492787809436e+00
3.866769387338234054e+00,3.962929948455359952e+00
3.890644597588452935e+00,3.900575447363953785e+00
3.680191914201178083e+00,3.126697347674070038e+00
3.574572611250792509e+00,3.528778699760471760e+00
3.358583366938735715e+00,3.864731385848738654e+00
3.648329359655781978e+00,3.725592018667926553e+00
